PlotTag,PlotGrid,UTM.Easting,UTM.Northing,"Transect No.",PlotRadiusm,PlotAreaha,Elevationm,Aspectdeg,Slopeper,FirstMeasured,SecondMeasured,ThirdMeasured,Time9505yr,Time0515yr,ElevB,foresttype
p218,Core,276500,4868500,765,12.62,0.05,585,55,5.14355378669733,1996,2006,2016,10,10,L,NH.hemlock
p219,Core,276500,4868400,765,12.62,0.05,590,110,16.9336819481128,1996,2006,2016,10,10,L,NH.hemlock
p220,Core,276500,4868200,765,12.62,0.05,630,54,15.3021502981226,1996,2006,2016,10,10,M,NH.hemlock
p221,Core,276500,4868100,765,12.62,0.05,625,23,19.9214782415618,1996,2006,2016,10,10,L,NH.hemlock
p222,Core,276500,4867900,765,12.62,0.05,660,51,7.69458064836253,1996,2006,2016,10,10,M,NH.high
p223,Core,276500,4867800,765,12.62,0.05,685,61,26.2863335804483,1996,2006,2016,10,10,M,NH.high
p224,Core,276500,4867600,765,12.62,0.05,730,350,20.9518125542608,1996,2006,2016,10,10,H,NH.high
p225,Core,276500,4867500,765,12.62,0.05,750,20,20.4462261969151,1996,2006,2016,10,10,H,SF.firbirch
p226,Core,276500,4867300,765,12.62,0.05,785,28,14.3112577197864,1996,2006,2016,10,10,H,SF.firbirch
p227,Core,276500,4867200,765,12.62,0.05,790,14,24.2541374305688,1996,2006,2016,10,10,H,SF.firbirch
p228,Core,276500,4867000,765,12.62,0.05,818,112,19.9214782415618,1996,2006,2016,10,10,H,SF.firbirch
p229,Core,276500,4866900,765,12.62,0.05,805,38,3.22027531087104,1996,2006,2016,10,10,H,NH.wood
p230,Core,276500,4866700,765,12.62,0.05,805,11,18.9052388007044,1996,2006,2016,10,10,H,NH.high
p231,Core,276500,4866600,765,12.62,0.05,840,15,31.8499797497617,1996,2006,2016,10,10,H,SF.firbirch
p232,Core,276500,4869300,765,12.62,0.05,539,348,0.7563237632553,1996,2006,2016,10,10,L,NH.hemlock
p233,Core,276500,4869400,765,12.62,0.05,550,234,9.71698780421371,1996,2006,2016,10,10,L,NH.wood
p234,Core,276500,4869600,765,12.62,0.05,575,239,16.0571875062785,1996,2006,2016,10,10,L,NH.wood
p235,Core,276500,4869700,765,12.62,0.05,589,216,12.1013296765107,1996,2006,2016,10,10,L,NH.hemlock
p236,Core,276500,4869900,765,12.62,0.05,610,220,14.746900414828,1996,2006,2016,10,10,L,NH.wood
p237,Core,276500,4870000,765,12.62,0.05,615,220,9.28649932581595,1996,2006,2016,10,10,L,NH.wood
p238,Core,276500,4870200,765,12.62,0.05,700,160,13.6587852902092,1996,2006,2016,10,10,M,NH.high
p239,Core,276500,4870300,765,12.62,0.05,735,140,7.2850520717273,1996,2006,2016,10,10,H,SF.spruce
p240,Core,276500,4870500,765,12.62,0.05,755,112,9.78550711364926,1996,2006,2016,10,10,H,SF.spruce
p241,Core,276500,4870600,765,12.62,0.05,755,42,13.5205304647795,1996,2006,2016,10,10,H,SF.firbirch
p242,Core,276500,4870800,765,12.62,0.05,800,242,10.1184458543085,1996,2006,2016,10,10,H,SF.firbirch
p243,Core,276500,4870900,765,12.62,0.05,825,210,15.5403951864442,1996,2006,2016,10,10,H,NH.high
p244,Core,276500,4871100,765,12.62,0.05,860,178,25.489680375378,1996,2006,2016,10,10,H,SF.firbirch
p245,Core,276500,4871200,765,12.62,0.05,895,190,35.5210166283727,1996,2006,2016,10,10,H,SF.firbirch
p246,Core,276000,4866900,760,12.62,0.05,900,144,16.3756280089017,1996,2006,2016,10,10,H,SF.firbirch
p247,Core,276000,4867000,760,10,0.0314,910,79,18.4637078904223,1996,2006,2016,10,10,H,SF.firbirch
p248,Core,276000,4867200,760,12.62,0.05,870,110,20.1433567394026,1996,2006,2016,10,10,H,SF.firbirch
p249,Core,276000,4867300,760,12.62,0.05,870,72,26.9820707817905,1996,2006,2016,10,10,H,SF.firbirch
p250,Core,276000,4867500,760,12.62,0.05,855,80,9.92257310482608,1996,2006,2016,10,10,H,SF.firbirch
p251,Core,276000,4867600,760,10,0.0314,840,24,26.1723366565788,1996,2006,2016,10,10,H,SF.firbirch
p252,Core,276000,4867800,760,12.62,0.05,780,39,38.5199636382769,1996,2006,2016,10,10,H,SF.spruce
p253,Core,276000,4867900,760,12.62,0.05,770,86,44.5693499684895,1996,2006,2016,10,10,H,NH.high
p254,Core,276000,4868100,760,12.62,0.05,780,52,27.7951165433405,1996,2006,2016,10,10,H,NH.high
p255,Core,276000,4868200,760,12.62,0.05,760,100,28.8320073026632,1996,2006,2016,10,10,H,NH.high
p256,Core,276000,4868400,760,12.62,0.05,710,102,32.4919696232906,1996,2006,2016,10,10,M,NH.high
p257,Core,276000,4868500,760,12.62,0.05,720,110,4.22038207994066,1996,2006,2016,10,10,H,NH.high
p258,Core,276000,4868700,760,12.62,0.05,715,150,43.4812374960933,1996,2006,2016,10,10,H,NH.high
p259,Core,276000,4868800,760,12.62,0.05,720,70,47.9358185732458,1996,2006,2016,10,10,H,SF.spruce
p260,Core,276000,4869000,760,12.62,0.05,690,142,5.92163393421542,1996,2006,2016,10,10,M,NH.wood
p261,Core,276000,4869100,760,12.62,0.05,690,50,21.5598757474771,1996,2006,2016,10,10,M,NH.wood
p262,Core,276000,4869300,760,12.62,0.05,660,55,8.40699934197386,1996,2006,2016,10,10,M,NH.wood
p263,Core,276000,4869400,760,12.62,0.05,645,35,14.5488140247726,1996,2006,2016,10,10,M,NH.high
p264,Core,276000,4869600,760,12.62,0.05,635,104,32.5563014100178,1996,2006,2016,10,10,M,NH.high
p265,Core,276000,4869700,760,12.62,0.05,625,96,17.9928399279259,1996,2006,2016,10,10,L,SF.spruce
p266,Core,276000,4869900,760,12.62,0.05,580,80,16.9336819481128,1996,2006,2016,10,10,L,NH.high
p267,Core,276000,4870000,760,12.62,0.05,565,218,4.23009566398207,1996,2006,2016,10,10,L,NH.hemlock
p268,Core,276000,4870200,760,12.62,0.05,590,256,47.1512093505909,1996,2005,2015,9,10,L,NH.wood
p269,Core,276000,4870300,760,12.62,0.05,620,160,37.4437365376498,1996,2006,2016,10,10,L,NH.wood
p270,Core,276000,4870500,760,12.62,0.05,650,214,20.2644616336355,1996,2006,2016,10,10,M,NH.high
p271,Core,276000,4870600,760,12.62,0.05,775,250,28.5696324155492,1996,2006,2016,10,10,H,SF.spruce
p272,Core,276000,4870800,760,12.62,0.05,740,180,40.4026225835156,1996,2006,2016,10,10,H,NH.high
p273,Core,276000,4870900,760,12.62,0.05,760,175,34.81281263901,1996,2006,2016,10,10,H,NH.wood
p274,Core,276000,4871100,760,12.62,0.05,800,182,8.92476223656313,1996,2006,2016,10,10,H,NH.wood
p299,Core,280500,4868500,805,12.62,0.05,488,146,16.6943922790003,1996,2006,2016,10,10,L,NH.wood
p300,Core,280500,4868700,805,12.62,0.05,515,70,14.251893465512,1996,2006,2016,10,10,L,NH.wood
p301,Core,280500,4868800,805,12.62,0.05,495,95,19.33742349677,1996,2006,2016,10,10,L,NH.wood
p302,Core,280500,4869000,805,12.62,0.05,500,110,13.461293960972,1996,2006,2016,10,10,L,NH.wood
p303,Core,280500,4869100,805,12.62,0.05,530,140,6.50565818341311,1996,2006,2016,10,10,L,NH.hemlock
p304,Core,280500,4869300,805,12.62,0.05,535,180,15.3914721059829,1996,2006,2016,10,10,L,NH.high
p305,Core,280500,4869400,805,12.62,0.05,535,170,9.23760205652906,1996,2006,2016,10,10,L,NH.wood
p306,Core,280500,4869600,805,12.62,0.05,550,43,11.7767913920172,1996,2006,2016,10,10,L,NH.wood
p307,Core,280500,4869700,805,12.62,0.05,530,51,19.6494302078671,1996,2006,2016,10,10,L,NH.wood
p308,Core,280500,4869900,805,12.62,0.05,540,150,15.8384440324536,1996,2006,2016,10,10,L,NH.high
p309,Core,281000,4869900,810,12.62,0.05,512,163,18.1730800065715,1996,2006,2016,10,10,L,NH.wood
p310,Core,281000,4869700,810,12.62,0.05,480,118,16.51504714753,1996,2006,2016,10,10,L,NH.wood
p311,Core,281000,4869600,810,12.62,0.05,457,42,20.1635369371541,1996,2006,2016,10,10,L,NH.wood
p312,Core,281000,4869400,810,12.62,0.05,480,90,15.8384440324536,1996,2006,2016,10,10,L,NH.wood
p313,Core,281000,4869300,810,12.62,0.05,470,63,14.1430845342457,1996,2006,2016,10,10,L,NH.wood
p314,Core,281000,4869100,810,12.62,0.05,470,33,4.45353046121562,1996,2006,2016,10,10,L,NH.wood
p315,Core,281000,4869000,810,12.62,0.05,475,118,11.7866222582787,1996,2006,2016,10,10,L,NH.wood
p316,Core,281000,4868800,810,12.62,0.05,470,70,24.3157461490095,1996,2006,2016,10,10,L,NH.wood
p317,Core,281000,4868700,810,12.62,0.05,465,204,4.54097342815187,1996,2006,2016,10,10,L,NH.hemlock
p318,Core,281000,4868500,810,12.62,0.05,420,218,29.705745291252,1996,2006,2016,10,10,L,NH.hemlock
p319,Core,281500,4869000,815,12.62,0.05,360,84,8.69024638077495,1996,2006,2016,10,10,L,NH.wood
p320,Core,281500,4869100,815,12.62,0.05,372,10,2.90970282385159,1996,2006,2016,10,10,L,NH.wood
p321,Core,281500,4869300,815,12.62,0.05,340,108,17.4527938894365,1996,2006,2016,10,10,L,NH.wood
p322,Core,281500,4869400,815,12.62,0.05,368,170,16.9336819481128,1996,2006,2016,10,10,L,NH.hemlock
p323,Core,281500,4869600,815,12.62,0.05,380,105,14.6478431527409,1996,2005,2015,9,10,L,NH.high
p324,Core,281500,4869900,815,12.62,0.05,440,236,28.9896081522479,1996,2006,2016,10,10,L,NH.hemlock
p325,Core,281500,4870000,815,12.62,0.05,465,224,22.5155967532243,1996,2006,2016,10,10,L,NH.wood
p326,Core,281500,4870200,815,12.62,0.05,495,247,33.3086550395841,1996,2006,2016,10,10,L,NH.wood
p328,Core,282000,4870500,820,12.62,0.05,640,220,19.1363216152902,1996,2006,2016,10,10,M,NH.hemlock
p329,Core,282000,4870300,820,12.62,0.05,635,232,13.955218994098,1996,2006,2016,10,10,M,SF.spruce
p330,Core,282000,4870200,820,12.62,0.05,640,187,23.9976210010959,1996,2006,2016,10,10,M,NH.hemlock
p331,Core,282000,4870000,820,12.62,0.05,515,214,12.6329378446108,1996,2006,2016,10,10,L,NH.wood
p332,Core,282000,4869900,820,12.62,0.05,480,190,19.8408420056363,1996,2006,2016,10,10,L,NH.wood
p333,Core,282000,4869700,820,12.62,0.05,430,228,15.1235780936619,1996,2006,2016,10,10,L,NH.hemlock
p334,Core,282000,4869600,820,12.62,0.05,410,220,21.053052344689,1996,2006,2016,10,10,L,NH.high
p335,Core,282000,4869400,820,12.62,0.05,350,136,7.09012469248253,1996,2006,2016,10,10,L,NH.wood
p336,Core,282000,4869300,820,12.62,0.05,340,174,40.6057892442405,1996,2005,2015,9,10,L,NH.wood
p337,Core,282500,4869000,825,12.62,0.05,310,188,26.9196674094841,1996,2006,2016,10,10,L,NH.hemlock
p338,Core,282500,4869100,825,12.62,0.05,330,114,7.51903776997486,1996,2006,2016,10,10,L,NH.hemlock
p339,Core,282500,4869400,825,12.62,0.05,330,180,2.61859215691869,1996,2006,2016,10,10,L,NH.hemlock
p340,Core,282500,4869600,825,12.62,0.05,390,84,34.3026628523265,1996,2006,2016,10,10,L,NH.hemlock
p341,Core,282500,4869700,825,12.62,0.05,400,92,17.6626928375011,1996,2006,2016,10,10,L,NH.wood
p342,Core,282500,4869900,825,12.62,0.05,435,75,26.0169887843692,1996,2006,2016,10,10,L,NH.wood
p343,Core,282500,4870000,825,12.62,0.05,460,142,30.3187862857412,1996,2006,2016,10,10,L,NH.wood
p344,Core,282500,4870200,825,12.62,0.05,520,170,42.9059722363364,1996,2006,2016,10,10,L,NH.wood
p345,Core,282500,4870300,825,12.62,0.05,570,131,26.7117970253118,1996,2006,2016,10,10,L,NH.wood
p346,Core,283000,4870200,830,12.62,0.05,380,126,30.573068145866,1996,2006,2016,10,10,L,NH.wood
p348,Core,283000,4869900,830,12.62,0.05,360,208,20.2240870066825,1996,2006,2016,10,10,L,NH.wood
p349,Core,283000,4869700,830,12.62,0.05,300,200,28.2552615895321,1996,2006,2016,10,10,L,NH.high
p350,Core,283000,4869600,830,12.62,0.05,350,120,32.170674296376,1996,2006,2016,10,10,L,NH.wood
p351,Core,283000,4869400,830,12.62,0.05,330,90,21.2556561670022,1996,2006,2016,10,10,L,NH.hemlock
p352,Core,283000,4869300,830,12.62,0.05,320,114,23.884848472254,1996,2006,2016,10,10,L,NH.hemlock
p353,Core,283000,4869000,830,12.62,0.05,250,140,21.9660968193677,1996,2006,2016,10,10,L,NH.hemlock
p354,Core,283000,4868800,830,12.62,0.05,245,112,5.00745623864034,1996,2006,2016,10,10,L,NH.hemlock
p355,Core,280500,4868200,805,12.62,0.05,435,22,23.2502871720003,1996,2006,2016,10,10,L,NH.hemlock
p356,Core,280500,4868100,805,12.62,0.05,468,358,6.83679900310621,1996,2006,2016,10,10,L,NH.high
p357,Core,280500,4867900,805,12.62,0.05,505,297,16.2860341790343,1996,2006,2016,10,10,L,NH.hemlock
p358,Core,280500,4867800,805,12.62,0.05,510,270,21.2556561670022,1996,2006,2016,10,10,L,NH.hemlock
p359,Core,280500,4867600,805,12.62,0.05,530,38,4.67700964606185,1996,2006,2016,10,10,L,NH.wood
p360,Core,280500,4867500,805,12.62,0.05,540,21,5.38663272631257,1996,2006,2016,10,10,L,NH.wood
p361,Core,280500,4867300,805,12.62,0.05,557,20,6.11626201504843,1996,2006,2016,10,10,L,NH.wood
p362,Core,280500,4867200,805,12.62,0.05,570,27,9.89319872984804,1996,2006,2016,10,10,L,NH.wood
p363,Core,280500,4867000,805,12.62,0.05,590,38,10.2360063113041,1996,2006,2016,10,10,L,NH.wood
p364,Core,280500,4866900,805,12.62,0.05,605,15,14.9451001349127,1996,2006,2016,10,10,L,NH.wood
p365,Core,280500,4866700,805,12.62,0.05,630,57,12.4851996225915,1996,2006,2016,10,10,M,NH.wood
p366,Core,280500,4866600,805,12.62,0.05,650,360,24.0078759080116,1996,2006,2016,10,10,M,NH.high
p367,Core,280000,4866300,800,10,0.0314,770,92,10.2751993377669,1996,2006,2016,10,10,H,SF.spruce
p368,Core,281000,4867000,810,12.62,0.05,620,310,12.5738360764288,1996,2006,2016,10,10,L,NH.wood
p369,Core,281000,4867200,810,12.62,0.05,590,305,9.33540099822857,1996,2006,2016,10,10,L,NH.wood
p370,Core,281000,4867300,810,12.62,0.05,580,348,11.8652772940821,1996,2006,2016,10,10,L,NH.wood
p371,Core,281000,4867500,810,12.62,0.05,565,289,11.1578914322493,1996,2006,2016,10,10,L,NH.wood
p372,Core,281000,4867600,810,12.62,0.05,560,4,18.473734897807,1996,2006,2016,10,10,L,NH.high
p373,Core,281000,4867800,810,12.62,0.05,540,342,18.1730800065715,1996,2006,2016,10,10,L,NH.high
p374,Core,281000,4867900,810,12.62,0.05,525,360,22.1694662642939,1996,2006,2016,10,10,L,NH.high
p375,Core,281000,4868100,810,12.62,0.05,480,330,9.92257310482608,1996,2006,2016,10,10,L,NH.high
p376,Core,281000,4868200,810,12.62,0.05,450,294,11.334631865143,1996,2006,2016,10,10,L,NH.hemlock
p377,Core,281000,4868400,810,12.62,0.05,420,20,38.9436967581737,1996,2006,2016,10,10,L,NH.hemlock
p378,Core,281500,4868800,815,12.62,0.05,370,308,7.36303836375474,1997,2006,2016,9,10,L,NH.hemlock
p379,Core,281500,4868700,815,12.62,0.05,370,353,6.24279493638732,1997,2006,2016,9,10,L,NH.hemlock
p380,Core,281500,4868500,815,12.62,0.05,420,328,16.6744599012176,1997,2006,2016,9,10,L,NH.wood
p381,Core,281500,4868400,815,12.62,0.05,410,279,6.11626201504843,1997,2006,2016,9,10,L,NH.hemlock
p382,Core,281500,4868200,815,12.62,0.05,450,336,11.7473001395629,1997,2006,2016,9,10,L,NH.wood
p383,Core,281500,4868100,815,12.62,0.05,480,34,8.8270356050934,1997,2006,2016,9,10,L,NH.hemlock
p384,Core,281500,4867900,815,12.62,0.05,520,2,7.75310536644212,1997,2006,2016,9,10,L,SF.spruce
p385,Core,282000,4869100,820,12.62,0.05,350,338,22.0677597838318,1997,2006,2016,9,10,L,NH.hemlock
p386,Core,282000,4869000,820,12.62,0.05,370,16,12.0226309044641,1997,2006,2016,9,10,L,NH.hemlock
p387,Core,282000,4868800,820,12.62,0.05,390,25,9.38430709735294,1997,2006,2016,9,10,L,SF.firbirch
p388,Core,282000,4868700,820,12.62,0.05,390,40,3.10380367654612,1997,2006,2016,9,10,L,NH.hemlock
p389,Core,282000,4868500,820,12.62,0.05,390,36,22.5359732996845,1997,2006,2016,9,10,L,NH.wood
p390,Core,282000,4868400,820,12.62,0.05,420,26,20.183718713149,1997,2006,2016,9,10,L,NH.wood
p391,Core,282000,4868200,820,12.62,0.05,470,44,21.8847976321609,1997,2006,2016,9,10,L,NH.wood
p392,Core,282500,4868800,825,12.62,0.05,310,54,12.2784560902904,1997,2006,2016,9,10,L,NH.hemlock
p393,Core,282500,4868700,825,12.62,0.05,330,18,15.8384440324536,1997,2005,2015,8,10,L,NH.high
p394,Core,282500,4868500,825,12.62,0.05,370,50,8.6511696948986,1997,2006,2016,9,10,L,NH.hemlock
p395,Core,282500,4868400,825,12.62,0.05,380,284,28.066887362053,1997,2006,2016,9,10,L,NH.hemlock
p396,Core,283000,4868700,830,12.62,0.05,270,1,38.2863116920826,1997,2006,2016,9,10,L,NH.hemlock
p397,Core,283000,4868500,830,12.62,0.05,320,44,18.3133457456017,1997,2006,2016,9,10,L,NH.high
p398,Core,283000,4868400,830,12.62,0.05,320,48,18.1730800065715,1997,2006,2016,9,10,L,NH.wood
p399,Core,283000,4868200,830,12.62,0.05,350,60,14.0540834702391,1997,2006,2016,9,10,L,NH.wood
p400,Core,283000,4868100,830,12.62,0.05,265,350,12.180043224893,1997,2006,2016,9,10,L,NH.wood
p401,Densified,276000,4870275,760,12.62,0.05,590,175,17.1332340059173,1998,2008,2018,10,10,L,NA
p402,Densified,276000,4870250,760,12.62,0.05,580,205,15.3914721059829,1998,2008,2018,10,10,L,NA
p403,Densified,276000,4870225,760,12.62,0.05,580,200,11.2953502084085,1998,2008,2018,10,10,L,NA
p404,Densified,276000,4867275,760,12.62,0.05,890,85,42.3330952920846,1998,2008,2018,10,10,H,NA
p405,Densified,276000,4867250,760,12.62,0.05,885,72,32.8783271056187,1998,2008,2018,10,10,H,NA
p406,Densified,276000,4867225,760,12.62,0.05,880,60,12.8694322174618,1998,2008,2018,10,10,H,NA
p407,Densified,277000,4869975,770,12.62,0.05,630,200,18.2331853894942,1998,2008,2018,10,10,M,NA
p408,Densified,277000,4869950,770,12.62,0.05,630,190,28.6745385758807,1998,2008,2018,10,10,M,NA
p409,Densified,277000,4869925,770,12.62,0.05,610,200,19.5386762621956,1998,2008,2018,10,10,L,NA
p410,Densified,277000,4869675,770,12.62,0.05,595,0,14.9451001349127,1998,2008,2018,10,10,L,NA
p411,Densified,277000,4869650,770,12.62,0.05,580,100,19.4380309137718,1998,2008,2018,10,10,L,NA
p412,Densified,277000,4869625,770,12.62,0.05,595,100,15.2426156864539,1998,2008,2018,10,10,L,NA
p413,Densified,280000,4867875,800,12.62,0.05,525,10,16.4353714476847,1998,2008,2018,10,10,L,NA
p414,Densified,280000,4867850,800,12.62,0.05,525,22,12.6132362919469,1998,2008,2018,10,10,L,NA
p415,Densified,280000,4867825,800,12.62,0.05,540,356,22.3119288614577,1998,2008,2018,10,10,L,NA
p416,Densified,280000,4867275,800,12.62,0.05,670,28,16.7342609081419,1998,2008,2018,10,10,M,NA
p417,Densified,280000,4867250,800,12.62,0.05,675,24,21.0733052568936,1998,2008,2018,10,10,M,NA
p418,Densified,280000,4867225,800,12.62,0.05,680,10,26.5871782345056,1998,2008,2018,10,10,M,NA
p419,Densified,278000,4870275,780,12.62,0.05,725,175,18.9855932106659,1998,2008,2018,10,10,H,NA
p420,Densified,278000,4870250,780,12.62,0.05,720,196,6.89525090924111,1998,2008,2018,10,10,H,NA
p421,Densified,278000,4870225,780,12.62,0.05,720,140,9.72677572215896,1998,2008,2018,10,10,H,NA
p422,Densified,278000,4869675,780,12.62,0.05,620,180,9.62890481975386,1998,2008,2018,10,10,L,NA
p423,Densified,278000,4869650,780,12.62,0.05,620,188,17.2530288077173,1998,2008,2018,10,10,L,NA
p424,Densified,278000,4869625,780,12.62,0.05,605,220,7.6750735753301,1998,2008,2018,10,10,L,NA
p425,Densified,278000,4868775,780,12.62,0.05,530,204,25.2419965209023,1998,2008,2018,10,10,L,NA
p426,Densified,278000,4868750,780,12.62,0.05,510,210,12.8694322174618,1998,2008,2018,10,10,L,NA
p427,Densified,278000,4868725,780,12.62,0.05,500,216,12.8102954453056,1998,2008,2018,10,10,L,NA
p428,Densified,278000,4868175,780,12.62,0.05,565,336,11.2757106714228,1998,2008,2018,10,10,L,NA
p429,Densified,278000,4868150,780,12.62,0.05,565,320,11.2953502084085,1998,2008,2018,10,10,L,NA
p430,Densified,278000,4868125,780,12.62,0.05,570,340,12.0324674462681,1998,2008,2018,10,10,L,NA
p431,Densified,279000,4869075,790,12.62,0.05,630,80,7.96774147819817,1998,2008,2018,10,10,M,NA
p432,Densified,279000,4869050,790,12.62,0.05,620,160,4.65757485477487,1998,2008,2018,10,10,L,NA
p433,Densified,279000,4869025,790,12.62,0.05,610,150,9.33540099822857,1998,2008,2018,10,10,L,NA
p434,Densified,280000,4870275,800,12.62,0.05,700,140,20.9518125542608,1998,2008,2018,10,10,M,NA
p435,Densified,280000,4870250,800,12.62,0.05,690,135,23.5468743483326,1998,2008,2018,10,10,M,NA
p436,Densified,280000,4870225,800,12.62,0.05,675,130,20.7494561370681,1998,2008,2018,10,10,M,NA
p437,Densified,277000,4868175,770,12.62,0.05,660,355,29.990869067171,1998,2008,2018,10,10,M,NA
p438,Densified,277000,4868150,770,12.62,0.05,690,40,3.68625229902169,1998,2008,2018,10,10,M,NA
p439,Densified,277000,4868125,770,12.62,0.05,660,55,11.0499173422324,1998,2008,2018,10,10,M,NA
p440,Densified,277000,4867575,770,12.62,0.05,690,80,34.1077096341124,1998,2008,2018,10,10,M,NA
p441,Densified,277000,4867550,770,12.62,0.05,700,60,27.1069363618818,1998,2008,2018,10,10,M,NA
p442,Densified,277000,4867525,770,12.62,0.05,705,85,42.6765372034433,1998,2008,2018,10,10,M,NA
p443,Densified,281000,4869075,810,12.62,0.05,460,300,2.32752583555563,1998,2008,2018,10,10,L,NA
p444,Densified,281000,4869050,810,12.62,0.05,460,322,13.0666189872048,1998,2008,2018,10,10,L,NA
p445,Densified,281000,4869025,810,12.62,0.05,490,130,10.6084674230367,1998,2008,2018,10,10,L,NA
p446,Densified,282000,4870275,820,12.62,0.05,625,270,11.3935608301645,1998,2008,2018,10,10,L,NA
p447,Densified,282000,4870250,820,12.62,0.05,630,210,20.9518125542608,1998,2008,2018,10,10,M,NA
p448,Densified,282000,4870225,820,12.62,0.05,615,210,15.2426156864539,1998,2008,2018,10,10,L,NA
p449,Densified,282000,4869675,820,12.62,0.05,420,192,15.6595821004312,1998,2008,2018,10,10,L,NA
p450,Densified,282000,4869650,820,12.62,0.05,410,170,25.4483794019944,1998,2008,2018,10,10,L,NA
p451,Densified,282000,4869625,820,12.62,0.05,405,200,8.06532735123634,1998,2008,2018,10,10,L,NA
p452,Densified,282000,4869075,820,12.62,0.05,385,347,2.35663061280646,1998,2008,2018,10,10,L,NA
p453,Densified,282000,4869050,820,12.62,0.05,400,30,3.78335029362594,1998,2008,2018,10,10,L,NA
p454,Densified,282000,4869025,820,12.62,0.05,400,44,9.80508572823969,1998,2008,2018,10,10,L,NA
p455,Densified,283000,4869675,830,12.62,0.05,310,160,11.0008466382998,1998,2008,2018,10,10,L,NA
p456,Densified,283000,4869650,830,12.62,0.05,310,90,27.7324544059838,1998,2008,2018,10,10,L,NA
p457,Densified,283000,4869625,830,12.62,0.05,305,120,20.6483390801742,1998,2008,2018,10,10,L,NA
p458,Densified,283000,4869375,830,12.62,0.05,295,100,16.1367676409459,1998,2008,2018,10,10,L,NA
p459,Densified,283000,4869350,830,12.62,0.05,290,140,8.94430958668299,1998,2008,2018,10,10,L,NA
p460,Densified,283000,4869325,830,12.62,0.05,285,140,11.9832870286757,1998,2008,2018,10,10,L,NA
